Main:
{"Level"{LEV[{"Name"{str[Route 104]}}{"MusicLoop"{str[P_R_S_E Route 104]}}{"WildPokemon"{bool[0]}}{"CurrentRegion"{str[12.Hoenn]}}]}}
{"Actions"{LEV[{"CanTeleport"{bool[1]}}{"CanDig"{bool[0]}}{"CanFly"{bool[1]}}{"RideType"{int[0]}}{"EnviromentType"{int[1]}}{"Weather"{int[0]}}{"IsDark"{bool[0]}}{"IsSafariZone"{bool[0]}}{"MapScript"{str[System\GlobalMain]}}]}}

Floor.Layer.0
{"Floor"{ENT[{"Size"{intArr[48,1]}}{"Position"{intArr[0,0,0]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.1
{"Floor"{ENT[{"Size"{intArr[48,1]}}{"Position"{intArr[0,0,1]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.2
{"Floor"{ENT[{"Size"{intArr[23,1]}}{"Position"{intArr[0,0,2]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[23,0,2]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,256,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[24,0,2]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,256,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[11,1]}}{"Position"{intArr[25,0,2]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[36,0,2]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,208,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[37,0,2]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,208,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[10,1]}}{"Position"{intArr[38,0,2]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.3
{"Floor"{ENT[{"Size"{intArr[23,1]}}{"Position"{intArr[0,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[23,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[24,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[16,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[8,1]}}{"Position"{intArr[25,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[16,256,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[33,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,256,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[34,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[36,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,240,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[37,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[38,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,208,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[9,1]}}{"Position"{intArr[39,0,3]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.4
{"Floor"{ENT[{"Size"{intArr[23,1]}}{"Position"{intArr[0,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[23,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,288,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[8,1]}}{"Position"{intArr[24,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[16,288,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[32,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[16,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[33,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[34,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[37,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,240,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[38,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,240,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[9,1]}}{"Position"{intArr[39,0,4]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.5
{"Floor"{ENT[{"Size"{intArr[26,1]}}{"Position"{intArr[0,0,5]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[26,0,5]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,208,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[27,0,5]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,208,16,16]}}]}}
