Main:
{"Level"{LEV[{"Name"{str[Player's House]}}{"MusicLoop"{str[P_FR_LG Pallet Town Theme]}}{"WildPokemon"{bool[0]}}{"CurrentRegion"{str[Kanto]}}]}}
{"Actions"{LEV[{"CanTeleport"{bool[1]}}{"CanDig"{bool[0]}}{"CanFly"{bool[0]}}{"RideType"{int[0]}}{"EnviromentType"{int[1]}}{"Weather"{int[1]}}{"IsDark"{bool[0]}}{"IsSafariZone"{bool[0]}}{"MapScript"{str[System/GlobalMain]}}]}}

Floor.Layer.2.Floor.1
{"Floor"{ENT[{"Size"{intArr[9,1]}}{"Position"{intArr[0,0,2]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[9,0,2]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[96,0,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[10,0,2]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
Floor.Layer.2.Floor.3
{"Floor"{ENT[{"Size"{intArr[7,1]}}{"Position"{intArr[3,2,2]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[12,2,2]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[96,0,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[13,2,2]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
Floor.Layer.3.Floor.1
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[0,0,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[1,0,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,0,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,448,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[4,1]}}{"Position"{intArr[4,0,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,448,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[8,0,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,448,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[9,0,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.3.Floor.3
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,2,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[10,1]}}{"Position"{intArr[4,2,3]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.4.Floor.1
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[0,0,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[1,0,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,0,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[4,1]}}{"Position"{intArr[4,0,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[8,0,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[9,0,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.4.Floor.3
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,2,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[4,2,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[6,2,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,448,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[7,2,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,448,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[10,2,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,448,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[11,2,4]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.5.Floor.1
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[0,0,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[1,0,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,0,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[4,1]}}{"Position"{intArr[4,0,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[8,0,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[9,0,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.5.Floor.3
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,2,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[4,2,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[6,2,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[7,2,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[10,2,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[11,2,5]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.6.Floor.1
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[0,0,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[1,0,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,0,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,512,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[4,1]}}{"Position"{intArr[4,0,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,512,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[8,0,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,512,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[9,0,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.6.Floor.3
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,2,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[4,2,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[6,2,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[7,2,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[10,2,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,480,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[11,2,6]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.7.Floor.1
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[0,0,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[11,1]}}{"Position"{intArr[1,0,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.7.Floor.3
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,2,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[4,2,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[6,2,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[736,512,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[7,2,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[768,512,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[10,2,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[800,512,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[11,2,7]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.8.Floor.1
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[0,0,8]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[2,1]}}{"Position"{intArr[1,0,8]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,0,8]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[64,0,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[8,1]}}{"Position"{intArr[4,0,8]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.8.Floor.3
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,2,8]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1472,64,32,32]}}]}}
{"Floor"{ENT[{"Size"{intArr[10,1]}}{"Position"{intArr[4,2,8]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}
Floor.Layer.9.Floor.1
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[3,0,9]}}{"TexturePath"{str[Building Floor]}}{"Texture"{rec[1440,32,32,32]}}]}}

Wall.Layer.1.Floor.1
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[12,1]}}{"Position"{sngArr[0,0,1]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,64,32,32]]}}{"TextureIndex"{intArr[0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
Wall.Layer.1.Floor.2
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[12,1]}}{"Position"{sngArr[0,1,1]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,32,32,32]]}}{"TextureIndex"{intArr[0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
Wall.Layer.1.Floor.3
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[11,1]}}{"Position"{sngArr[3,2,1]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,64,32,32]]}}{"TextureIndex"{intArr[0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
Wall.Layer.1.Floor.4
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[11,1]}}{"Position"{sngArr[3,3,1]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,32,32,32]]}}{"TextureIndex"{intArr[0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
Wall.Layer.2.Floor.1
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[1,1]}}{"Position"{sngArr[-1,0,2]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,64,32,32]]}}{"TextureIndex"{intArr[-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[1,1]}}{"Position"{sngArr[12,0,2]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,64,32,32]]}}{"TextureIndex"{intArr[-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
Wall.Layer.2.Floor.2
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[1,1]}}{"Position"{sngArr[-1,1,2]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,32,32,32]]}}{"TextureIndex"{intArr[-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[1,1]}}{"Position"{sngArr[12,1,2]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,32,32,32]]}}{"TextureIndex"{intArr[-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
Wall.Layer.2.Floor.3
{"EntityField"{ENT[{"EntityID"{str[WallBlock]}}{"Size"{intArr[1,1]}}{"Position"{sngArr[2,2,2]}}{"TexturePath"{str[Building Wall]}}{"Textures"{recArr[[192,64,32,32]]}}{"TextureIndex"{intArr[-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1]}}{"Collision"{bool[1]}}{"ModelID"{int[12]}}]}}
