Main:
{"Level"{LEV[{"Name"{str[Rustboro City]}}{"MusicLoop"{str[P_OR_AS Rustboro City]}}{"WildPokemon"{bool[0]}}{"CurrentRegion"{str[12.Hoenn]}}]}}
{"Actions"{LEV[{"CanTeleport"{bool[0]}}{"CanDig"{bool[0]}}{"CanFly"{bool[1]}}{"RideType"{int[0]}}{"EnviromentType"{int[0]}}{"Weather"{int[0]}}{"IsDark"{bool[0]}}{"IsSafariZone"{bool[0]}}{"MapScript"{str[System\GlobalMain]}}]}}

Floor.Layer.32
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[29,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[4,1]}}{"Position"{intArr[30,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[7,1]}}{"Position"{intArr[34,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,256,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[41,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[44,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[45,0,32]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.33
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[29,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[30,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[44,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[45,0,33]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.34
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[29,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[30,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[44,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[45,0,34]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.35
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[29,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[30,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[44,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[45,0,35]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.36
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[29,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[30,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[44,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[45,0,36]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.37
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[29,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[30,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[44,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[45,0,37]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.38
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[29,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,224,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[30,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[44,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[80,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[3,1]}}{"Position"{intArr[45,0,38]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
Floor.Layer.39
{"Floor"{ENT[{"Size"{intArr[14,1]}}{"Position"{intArr[0,0,39]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[32,0,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[14,0,39]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[48,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[13,1]}}{"Position"{intArr[15,0,39]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[64,272,16,16]}}]}}
{"Floor"{ENT[{"Size"{intArr[1,1]}}{"Position"{intArr[28,0,39]}}{"TexturePath"{str[12\Tileset_Outside]}}{"Texture"{rec[0,224,16,16]}}]}}
